gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (38).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (4).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (5).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (6).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (7).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (8).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download (9).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/download.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/e6fc41f1d1c84530b623c6cb180b2afb_thb.jpg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/ef2b325bcc164d6a8e834a57448b9343_thb.jpg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/f1db84b589e54f898958c912112934c7_thb.jpg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/fcce1fb1731b4c2e9db32075d48a4200_thb.jpg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (1).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (10).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (11).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (12).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (13).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (14).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (15).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (16).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (17).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (18).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (19).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (2).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (20).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (21).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (22).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (23).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (24).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (25).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (26).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (27).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (28).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (29).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (3).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (30).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (31).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (32).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (33).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (34).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (35).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (36).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (37).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (38).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (39).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (4).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (40).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (41).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (42).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (43).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (44).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (45).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (46).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (47).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (48).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (49).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (5).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (50).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (51).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (52).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (53).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (54).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (55).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (56).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (57).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (58).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (59).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (6).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (60).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (61).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (62).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (63).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (64).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (65).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (66).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (7).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (70).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (71).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (72).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (73).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (74).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (75).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (76).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (77).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (78).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (79).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (8).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (82).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (83).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (87).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (88).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (89).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (9).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (91).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (92).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (93).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (97).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (98).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images (99).jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151411.008.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151411.669.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151411.728.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151411.784.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.058.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.100.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.251.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.666.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.771.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151413.832.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151414.520.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151415.502.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151416.035.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151416.541.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151416.652.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151417.660.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151418.111.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151418.125.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151418.172.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151418.705.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151419.050.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-12T151420.569.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-13T213955.259.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images - 2022-12-13T213955.297.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/01-minor/images.jpeg,01-minor
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0061.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0064.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0072.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0077.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0080.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0084.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0085.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0087.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0089.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0095.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0128.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0143.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0185.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0241.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0249.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0251.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0253.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0260.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0262.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0267.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0278.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0311.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/0315.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/038ac5f01d694b8180fc6f0e2cc71976_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/06069fefa2294ca9a4bd4e3c146ede53_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/18d42df6c365413bb3e9d3c7a79fdf61_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/1b8f18c3429f44d4a712f655443fc5ec_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/1dbc1bd213e74c8598e6874de9b55c53_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/2497b894c0514209a2310265d5946c9f_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/34b12abd905f4f8cb6385f45551cb994_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/467fbd6dd7b148c1950833b4a472eef6_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/494249b9484e4704878d24027d565259_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/4a6b5f174a914cd393dbd11f32902c7e_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/4ac6b3f4fbb0418cb365fecb849b5ddf_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/563c8da63e1b4b4dbcc0fe6581b224a1_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/598d5b29cf964e9b96e6d6af1e2857db_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/5e958bd0-f875-4855-af2c-31c5b0ac2ab5.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/632bbda7c6314b97a49ba3af3712366f_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/722fc0bf-7493-4e6e-b101-67a0047b9b26.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/7a566f2a54cd4f228ec73698d19b6d42_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/8bfbee9445b040468ea596d7ffff7f04_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/9b0e806d486540c0ad3d16ab567e044b_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/9da25ae9e03d4726aec50985c77a9730_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/a38b006aacb1497e8df20e103e3028d3_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/a93df47478d8427ebdae3c34fd99faa2_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/aa2538583c724e36b724554e9945e9f7_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/acbea92ddc494768bd7117cecfe93400_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/c93652b2ded3483ebc823ffd2b3eb402_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/d5b47650-0a70-46b0-95d8-2dd27de62574.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/dbd9de5e80a340c6a775a647ab32b27f_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (10).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (11).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (12).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (20).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (25).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (3).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download (9).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/download.jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/e4ee5ca6a91c45a583aec23c0e7f2b3e_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/f600a5058cd94fbf8c5a1b2600199022_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/f80ae199fffc4d21b8d330152795ec8a_thb.jpg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (1).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (10).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (100).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (101).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (102).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (103).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (104).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (105).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (106).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (107).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (108).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (109).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (110).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (111).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (112).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (113).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (114).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (2).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (24).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (25).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (26).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (28).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (29).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (3).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (30).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (31).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (34).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (35).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (36).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (37).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (38).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (39).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (4).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (40).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (41).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (44).jpeg,02-moderate
gs://car-damage-dataset-reda-car-damage-vision/training/02-moderate/images (45).jpeg,02-moderate
